commune,third_sector_job_score,building_score,demographie_score,restau_score,third_sector_establishment_score,total
Seon,0.0506389007301008,8.036336963507752,3.259939520312741,0.48062043535570614,0.908421388809524,12.735957208715824
Wiliberg,0.3010456075413007,7.4941765771363045,3.012793040340992,0.0,1.9167760960133997,12.724791321031997
Doppleschwand,0.0899204780911128,7.434666022640436,3.1082750355223703,0.0,2.085302738696063,12.718164274949983
Würenlos,0.14099392559833068,7.888947009012576,3.028952183947584,0.20002679851659141,1.452782881140575,12.711702798215658
Fräschels,0.16528675613931018,7.405613552638975,2.9941677007492213,0.0,2.1440575427615176,12.709125552289025
Riddes,0.14507008709334732,7.3105082829551185,3.5267442767661006,0.0005173125259863815,1.7261956133309762,12.709035572671528
Leukerbad,0.06654730023416734,7.3731705668912175,2.8685964159621995,1.089926424044891,1.310779827976627,12.709020535109104
Corbières,0.1467292682313746,7.0740001108082,3.1947904361304933,0.0,2.292449481906066,12.707969297076135
Herznach-Ueken,0.06166066988689824,7.2995252874823775,3.112478515833129,0.7048416543604724,1.5281203619821577,12.706626489545034
Valbroye,0.19852450050469664,6.698479652620091,3.177502209209281,0.0,2.6319680014196307,12.7064743637537
Puidoux,0.13381395669702284,7.4517006464194395,3.013958099605405,0.006746979683200355,2.0990382915589563,12.705257973964024
Suchy,0.028084765748342382,7.322033229753771,3.091760593061699,0.0,2.2605828931115193,12.702461481675332
Albinen,0.08732167684250527,7.602916824510995,3.045574314823845,0.5255970918611753,1.4393383944453368,12.700748302483857
Besenbüren,0.10215172493830904,7.2866017542474495,3.012154328212992,-0.40539355966819246,2.704070432952218,12.699584680682776
Buch am Irchel,0.11376781890251363,7.979790885063223,3.0283854652376694,0.0,1.577083141680362,12.699027310883768
Untereggen,0.11350579273646719,7.563027781747648,2.949826234068377,0.0,2.0724520055704714,12.698811814122966
Oberrieden,0.07444077102170392,8.0564774677889,2.916792322854814,0.30438776607648294,1.3448050747862326,12.696903402528134
Orny,0.041544618190027596,7.248043173103768,3.147123948917243,0.0,2.2599584336281615,12.6966701738392
Etoy,0.12653802044725923,7.220136831940374,3.0326595238594156,0.11874829903624029,2.1951594623316715,12.693242137614961
Eschenbach (SG),0.05794423509891868,8.185954206438083,3.265889443608555,0.07005062544853186,1.1127190961107511,12.69255760670484
Reutigen,0.061084450560718165,7.3979569890629,3.0320239630731556,0.2448134195162804,1.9553151817832255,12.691194003996278
Collex-Bossy,0.11279477484903495,7.534713032165304,2.982118439396064,1.6961257097012723,0.3645975349340462,12.69034949104572
Oekingen,0.24700357866609302,7.1273281990803845,3.077955880492617,0.0,2.2375014490746628,12.689789107313757
Rheinau,0.09749425114315305,7.52062478577254,2.989371928250827,1.1980056261947873,0.8771876487522686,12.682684240113575
Schmerikon,0.09613464844588912,7.244153923017885,3.257026708552858,0.565841953317194,1.5194715244924037,12.682628757826231
Tenniken,0.06005476913196289,7.608454191349595,2.9309537327530615,0.0,2.078867054975061,12.67832974820968
Capriasca,0.09320479447295343,7.808564498459123,2.7241928267480846,0.46581369822679947,1.5841420731451927,12.675917891052153
Böckten,0.13138587057737533,7.844818289892713,2.9851667014964587,0.0,1.7140827945129458,12.675453656479492
Prangins,0.15726874565338245,7.5636580782142735,3.064815365541538,0.4148459504801523,1.4747877923059838,12.675375932195331
Felben-Wellhausen,0.22049728013077913,7.449349818676315,3.2695820809437848,0.0,1.735386533287364,12.674815713038242
St. Ursen,0.09163317286686926,7.013887344737867,3.028894236190295,0.0,2.5380475865737693,12.672462340368801
Oberbüren,0.0990984717349373,7.680298591344331,3.173201393683953,0.0,1.7183900019921643,12.670988458755385
Ruswil,0.12244671214262394,8.310732766399394,2.858741368645289,-0.3028374215407625,1.6738845923675687,12.662968018014114
Leytron,0.08788408125519516,7.5334968766875345,3.1811025425172748,0.2724419600503165,1.5878132974750316,12.662738757985354
St. Silvester,0.15030428085132827,7.495315439708907,2.9967160283965737,0.0,2.018712763712598,12.661048512669407
Ecublens (VD),0.08034554863406482,8.139560850114405,3.2743566216644875,0.1265505979119327,1.0385006806476123,12.659314298972504
Courrendlin,0.04731545713430166,6.739002114389626,3.2639823252586417,0.9684534165889138,1.64024758241515,12.659000895786633
Leuggern,0.11382532921180448,7.251652047942843,2.9581422480977606,0.27436949798018007,2.058573039880379,12.656562163112968
Münchenwiler,-0.23415765224235713,7.5163103915004905,2.9987622438996424,0.0,2.3715105304455273,12.652425513603305
Birmensdorf (ZH),0.08463208471852048,6.6586758553190375,3.484534436510409,1.0791465517600138,1.345133863396254,12.652122791704235
Niederglatt,0.119851150100508,7.566472285929352,3.315974954655163,0.0,1.649340432708886,12.65163882339391
Nesslau,0.09500999610247682,7.723188438005109,3.1017169686411226,0.2576333668214816,1.4638087352652922,12.641357504835483
Embrach,0.11087071427674818,8.307655915894603,3.0728525619618425,0.03477944359855779,1.1138542016257629,12.640012837357515
Fischbach-Göslikon,0.011666393949468635,7.2040271401703455,2.911518045166555,2.229041563813551,0.28283503544997646,12.639088178549896
Gretzenbach,0.08722103670426702,7.0214360557204385,2.898144217771435,0.7162673714552841,1.9152438585996483,12.638312540251073
Eschenbach (LU),0.07899501131170793,6.9191811868922475,2.7774323437368826,0.9533436188957964,1.9046905476877851,12.63364270852442
Isérables,0.12469439052095085,7.292397259837981,2.858245472326341,0.47501119433692385,1.8798568805113942,12.63020519753359
Winterthur,0.09238187554800396,4.923654342724362,6.083699023864821,0.2822431460907595,1.246781115624157,12.628759503852105
Wangen (SZ),0.11877486295971743,7.2490667599840775,3.2062792992526292,0.02923751591559694,2.022553921139333,12.625912359251355
Goldach,0.07440222048380915,7.131864438604463,3.0732963264589195,0.8980056087362914,1.4481679588563594,12.625736553139841
Lichtensteig,0.007801650506012181,7.875786045081466,3.024312751947727,0.11170219895410605,1.606003514597625,12.625606161086935
Walliswil bei Wangen,-0.40978022294545435,7.583450047729719,3.0454517612328575,0.0,2.40546250347305,12.624584089490172
Windisch,0.15105199187274143,7.270682281283577,3.3598901865058717,-0.23200761336775277,2.074103037678021,12.62371988397246
Hallwil,0.14667593490312006,7.352976626013782,3.080298727578327,0.0,2.0429509789943547,12.622902267489584
La Neuveville,0.06776531015949976,7.3409046339366935,3.0619985416809965,0.9606857220542915,1.1902310301743666,12.621585238005848
Auenstein,0.054920989021775425,8.209168434686076,3.067290408217908,0.7562532969952375,0.5322054865699357,12.619838615490933
Serravalle,0.05944044581350209,7.838112639068207,2.9553886391349136,0.12657395344153277,1.6345170158901519,12.614032693348307
Bergün Filisur,0.00818300294330523,7.470936032040723,2.9614379142487803,1.113058625121645,1.0570701453723819,12.610685719726836
Bürglen (UR),0.05809043802849228,7.155642948662741,2.7095163088287166,1.0997504038108887,1.5874257037901938,12.610425803121032
Schötz,0.10905816567863325,7.220693619600666,3.3063844920137804,0.5861020595170942,1.3865192480807276,12.6087575848909
Bogis-Bossey,0.08748155006297031,7.493097685434855,3.0786900607365846,0.0,1.9490204846154855,12.608289780849894
Rossa,-0.25468841424710653,7.426229589414343,3.038627965209028,0.9349754054164094,1.4611590486935826,12.606303594486256
Uerkheim,-0.11654712936254581,7.638902187413055,2.983669532640867,0.0751194575555571,2.0163572995753727,12.597501347822305
Aarau,0.07278676057238051,7.989864636028918,3.3276315556715814,0.24987175305133574,0.9559385128611565,12.596093218185372
Marbach (SG),0.03383943942154732,7.500046749395686,2.909784928346052,0.9130099319547532,1.2361733076257833,12.592854356743823
Vully-les-Lacs,0.12002226736128882,6.800061514626471,3.3562208485302274,0.06977478288894662,2.245041401567369,12.591120814974303
Wiler bei Utzenstorf,0.03211354246032066,7.496785127520092,3.0986662942351715,0.0,1.961825930907134,12.589390895122719
Zielebach,0.5067301699900794,7.434233008154863,3.0100439120925375,0.0,1.6376405855416878,12.588647675779168
Unterkulm,0.10345458762308563,7.266088103596462,3.4551516186649054,0.5897494912634403,1.1733448693236908,12.587788670471584
Thusis,0.0938994121317761,7.612171315305367,3.1393537769138407,0.9765365494047428,0.7637203747270466,12.585681428482774
Schüpfheim,0.1065423075346559,7.062685848428536,2.9151157211863703,0.5320413559130724,1.9687650648975483,12.585150297960183
Steg-Hohtenn,0.11368504065634977,7.491835510118284,2.927142603397812,0.6850330890574257,1.3673562735567097,12.585052516786579
Krauchthal,0.10153594219264911,7.222721431669288,2.835361194162833,0.6240080496799529,1.7954976042634931,12.579124221968216
Jaberg,0.062123119953334055,7.224189067308736,3.0690019415786494,0.0,2.2228091960644547,12.578123324905174
Sursee,0.11384581022363632,7.3440818109182935,3.524013248674959,0.29689960772660196,1.2984958010972778,12.577336278640768
Böztal,0.1558103380128736,6.834025345711643,3.0021843540369617,1.0010753006276367,1.5837241085985538,12.576819446987669
Canobbio,0.13756474739422903,7.16092765970993,3.1102743863971223,0.022338590377763902,2.144917409202755,12.576022793081801
Payerne,0.0670796006010981,7.35403777116041,3.3644714649886174,1.0657953119221857,0.722691276618284,12.574075425290594
Beinwil (Freiamt),0.06622938111129567,7.973498874770209,3.096533636533644,0.0,1.4338029955928742,12.570064888008023
Zunzgen,0.07889711752496505,8.400907986295916,3.087551160346772,0.0,1.0015564884548167,12.56891275262247
Prévonloup,0.060069922382893715,7.42813413075899,3.116348501281918,0.0,1.9631339211929448,12.567686475616748
Basse-Allaine,0.15052650699112266,7.7915111582095244,2.941432725898061,0.0,1.6835719034908876,12.567042294589596
Gsteigwiler,0.16406543387843875,7.431743005598032,2.9815666729622223,-0.8110955925040103,2.797979437667621,12.564258957602304
La Punt Chamues-ch,0.15865154105919996,7.51301305745093,2.998229563737347,0.7588310225404329,1.1349692271109524,12.563694411898862
Bioggio,0.053097894726658976,7.50187528994327,3.1072729011922258,0.0,1.8994144495822833,12.561660535444437
Ebikon,0.03899092136687181,7.3890394051882335,2.8851348027927,1.2353099567227612,1.0128337728777628,12.561308858948328
Rothenburg,0.2074452518817494,7.794139572671838,2.7957335324043533,0.15403292462213117,1.609780977597845,12.561132259177917
Hallau,0.19514567803609006,7.990936330609726,3.1515476378934695,0.0032993826931302034,1.2176237785614445,12.558552807793859
Mönthal,0.0761756306949433,7.45570121167742,2.9870183679453346,0.0,2.037720868584407,12.556616078902104
Founex,0.09819148197548572,6.914822617589676,3.1746570436947157,0.0,2.368321836696983,12.555992979956862
Obermumpf,0.0729600215996555,7.45034809475262,2.908185920421314,0.0,2.1244414147530613,12.55593545152665
Gurtnellen,0.14776544195384392,7.495323548905773,2.9380557790376747,0.0,1.9745894365959575,12.55573420649325
Morcote,0.09574208749352872,7.111677719876122,2.975562782197203,0.1454665559807484,2.2248406702859542,12.553289815833555
Grolley,0.060532423662042104,6.813132442980902,3.042154945785604,0.0,2.635170233881283,12.550990046309831
Amsoldingen,0.050466465369023154,7.403227650366496,3.0107064641043086,0.0,2.0848668813579034,12.549267461197733
Grimisuat,0.06991618099926705,7.292438780781956,3.4291855662053066,0.0,1.755290183225417,12.546830711211948
Gerlafingen,0.07234312598308669,6.835034368726721,3.3332716042654096,1.7638947330821735,0.5412509871639478,12.54579481922134
Dielsdorf,0.10608722044385241,7.861737381470585,2.7660693980743107,0.7089875942256915,1.1023444434019494,12.545226037616388
Sulgen,0.09466835686644152,7.059201515337242,3.0118698416322602,0.43449662646291193,1.9424323702960362,12.54266871059489
Lumino,0.16173085033168508,7.3749645708945195,3.166554237155574,0.0,1.8374208789368902,12.540670537318668
Rickenbach (SO),0.059062572854163074,7.318303508388284,3.1875355876245046,0.0,1.974675355993775,12.539577024860726
Buchberg,0.1002369130542383,7.195358916764525,3.033808086813695,0.0,2.2096226004184913,12.53902651705095
Gächlingen,0.1478254154267452,7.35810396651584,3.058212564305317,0.0,1.9703862216117691,12.534528167859671
Meinier,0.08100964344818049,7.535236542324054,2.98364658725229,0.906294380307373,1.0283136345796706,12.534500787911568
Stallikon,0.04885242347695783,8.082436894526063,3.064349199797899,0.3436185900907407,0.9933468533613694,12.532603961253031
Perly-Certoux,0.10860446989177552,7.337335739678414,3.214595499577073,0.0,1.8690203963523082,12.529556105499571
Noble-Contrée,0.1443544880928976,6.208960357915088,3.1900630144631035,0.7473109291766821,2.235093087066417,12.52578187671419
Ponte Capriasca,0.13536070612721404,7.559862009825085,2.970235960061382,0.6129681005192107,1.243028414370072,12.521455190902964
Villigen,0.09790628808511734,7.325209319477952,3.0686378958969462,-0.36520892886263134,2.387661225272271,12.514205799869655
Maracon,0.06581552688226189,6.966585470379491,3.112930522221251,0.0,2.3616334966082713,12.506965016091275
Bettwiesen,0.19534226571900112,7.488322318324358,3.1431707558084114,0.0,1.6793572026789627,12.506192542530734
Reinach (AG),0.09831681425381664,7.575625793741385,3.258322673388269,0.4770491110870353,1.0963703986352886,12.505684791105795
Kradolf-Schönenberg,0.07590237063193356,7.668316235801654,2.820490538366076,1.0670249515239314,0.8711661382807231,12.502900234604317
Vaulruz,0.07703877642142051,7.748841456699421,3.0477703612088236,0.0,1.6261718851883271,12.499822479517992
Egliswil,0.1262050275587366,7.292546841430838,3.0813062784546226,0.0,1.9975263800719876,12.497584527516183
Sierre,0.06959826403808309,6.89386179238872,2.7315725692025516,1.5866059665168497,1.2150382375866036,12.49667682973281
Münsterlingen,0.09521660416388608,7.059648296925228,3.008183250996927,0.40469777212981933,1.9277015153199364,12.495447439535798
Andelfingen,0.07138017453530097,7.53467458795868,2.9547454180439194,0.406242655328361,1.5261476179621705,12.493190453828431
Ochlenberg,0.0955670411855676,7.582034082200638,2.9432288979440084,0.0,1.8705226417960372,12.491352663126252
Kappel (SO),0.05192447241282285,7.535764452666353,2.882924258695547,0.0,2.0193354068229223,12.489948590597646
Dornach,0.0646293064859492,7.264320056306957,2.8097303471228208,1.4618775862761875,0.8886694590335945,12.489226755225511
Arlesheim,0.08312256794148372,7.566774444841125,2.570732648895612,1.103572870454361,1.1646180109627664,12.488820543095347
Vernate,0.14895244005483874,7.405613552638987,3.056824899709951,0.0,1.8767000580250446,12.48809095042882
Hasle (LU),0.11530534665162692,7.99507334627907,3.044059903403855,0.001946845943285467,1.329150889976039,12.485536332253876
Vuisternens-devant-Romont,0.08359075753696024,7.093069388400498,3.0103371786574313,0.7718469524525712,1.5266906252519103,12.485534902299372
Augst,0.13295284714268524,7.173657720035111,2.994827330186151,-0.09317532053257604,2.2760311864290936,12.484293763260464
Schwaderloch,0.09687615168131876,8.999610389636809,2.982602599257403,0.0,0.4049271028900114,12.484016243465542
Dardagny,0.18404611831017212,7.451358717918129,3.051056657108917,0.2826934233753826,1.5140197085262435,12.483174625238844
Egnach,0.059214094144964036,7.852645741713089,2.98751275320268,-0.18219900936307323,1.7656813265825304,12.48285490628019
Schleinikon,0.08985067560060175,7.064270388100629,3.103051693134492,0.0,2.225344912694989,12.482517669530711
Val-d'Illiez,0.0924388432172612,7.345651902508126,3.2127479052972117,-1.0524457173123214,2.880869548316122,12.4792624820264
Begnins,0.043230253247270325,7.606570516837381,3.0845096882488097,0.2620368930406386,1.4782381694230922,12.474585520797191
Chamblon,0.12197558835230216,7.391549256901111,2.973242472560463,0.0,1.9871982269746582,12.473965544788536
Thal,0.08444545248337847,7.839415302643558,3.3481579989809496,-0.044801599631653824,1.2449825274317192,12.472199681907952
Messen,0.15686375049653473,7.27097380343703,2.9669965468557002,0.2529622278565193,1.8216348557405075,12.469431184386291
Knonau,0.11227045288210322,7.630063382960217,3.1640047957935495,0.0,1.562045602275677,12.468384233911546
Luins,0.06035319645111296,7.199357809882564,3.0204512030080193,0.0,2.187008278627989,12.467170487969685
Mühlau,0.08714948572002737,7.554200693546142,3.130472524467585,0.0,1.69365651879433,12.465479222528085
Medel (Lucmagn),0.02605943698596048,7.566027244719593,2.9392418500985933,0.0,1.930629916446771,12.461958448250916
Niederönz,0.23509404027993228,7.289032871806185,3.0657808216556246,0.0,1.8708770460445145,12.460784779786257
Le Mouret,0.10084392272610218,7.702994124357174,2.946634989566821,0.0,1.7092718240641136,12.45974486071421
Trüllikon,0.018301439414707233,7.418849632284552,3.0145065623200837,0.3899952885231026,1.6143010680181014,12.455953990560547
Matran,0.051290424881550764,7.799049173958705,3.1753443485772146,0.5133337944325058,0.9150489048565086,12.454066646706487
Würenlingen,0.11117169693455962,7.262300841835946,3.3260867292899396,0.6444457508029349,1.101247978464714,12.445252997328094
Göschenen,0.2836961716161378,7.706729116914219,2.9761109003626443,0.22341124420670322,1.254152063487273,12.44409949658698
Bussigny,0.11161709043243316,4.984253966133717,4.982581241229824,0.8046175667624914,1.5605072028939266,12.443577067452392
Bichelsee-Balterswil,0.062105010426722236,7.892644651510797,3.0344608442581,0.4657169295425654,0.988056938174746,12.44298437391293
Raperswilen,0.019018937093451097,7.292397259837974,3.018382460037792,0.0,2.109144453607333,12.43894311057655
Bregaglia,0.14730997048444439,7.762821056176526,2.906325839893847,0.5443867691935116,1.0733400162227085,12.434183651971038
Riederalp,0.12584598839331365,7.8572447498209375,2.957219386611109,0.8641121001672709,0.6297442888697244,12.434166513862356
Le Landeron,0.019042632256217003,7.485751080264933,2.9421082549405577,0.747993553915115,1.2374652807053024,12.432360802082126
Biel/Bienne,0.07873449026989919,7.374448313664498,3.008866537554448,0.8406041632210434,1.1270853820406628,12.42973888675055
Sachseln,0.15494352153674554,7.418220028644396,3.0329156556802603,0.7097882861447783,1.1101559960915914,12.426023488097773
Spreitenbach,0.0933886035072751,7.406251063993368,3.439418376907332,0.5709053831170348,0.9157832664935962,12.425746694018606
Baden,0.09494111865254211,7.586683262075718,3.344364204022623,0.25971658880439513,1.139413342450033,12.425118516005313
Zwingen,0.09665762832012102,7.590305933165868,3.3329197059494233,0.0,1.404370688441219,12.424253955876631
Unterbäch,0.02083898781172463,8.098192188810634,3.0349371281968613,0.0,1.2693295732899161,12.423297878109135
Orges,0.20883879121338567,7.6882281280439555,3.174442856485898,0.0,1.3497104567698957,12.421220232513136
Nuglar-St. Pantaleon,0.11236049063688214,7.464689951033169,2.977406270823267,0.9618209966764779,0.9044019194548658,12.420679628624661
Romanel-sur-Lausanne,0.0,8.114186884740864,3.4976093470852896,0.08636992672482008,0.7211017659320524,12.419267924483027
Steinhausen,0.05025562794042454,7.578389804853778,2.82339552799536,0.4327424407227073,1.5338195265985455,12.418602928110817
Henggart,0.08693955558838053,7.7059587503765234,2.9795635269242173,-0.21150476781199262,1.856584389983219,12.417541455060347
Vex,0.10860636767459103,6.987268179050461,3.0949404523364112,0.313972426130444,1.912196352418031,12.416983777609937
Courtelary,0.17387870139333267,7.096228996922216,3.0841991064160013,0.0,2.0568315844871705,12.41113838921872
Lussery-Villars,0.16849250537499508,7.216431469503654,3.0151769650389775,0.0,2.0098980210526376,12.409998960970263
Sant'Antonino,0.07851220630907738,7.740500755999821,3.2061153064191905,0.0,1.381713977495751,12.40684224622384
Dietlikon,0.08985581302869722,7.645267415340595,2.9797977341765787,0.7258834460940699,0.9659405165247978,12.40674492516474
Fischenthal,0.1320643165449678,7.35769070342322,2.9938386710771034,0.008016326947598061,1.9150811979639253,12.406691215956814
Bursinel,-0.0655981883218829,7.703068191932997,3.0396164818159246,0.0,1.729192947056992,12.40627943248403
Niedergösgen,0.12267197627511814,7.325860870101065,3.0511391303614053,0.07078807866464054,1.8355820504171896,12.406042105819418
Avenches,0.15703402525782803,6.9040515996473335,3.173429604988572,0.3104415687313597,1.856403272401161,12.401360071026255
Hauptwil-Gottshaus,0.11849891406197505,7.321819838226986,2.9962787181311077,0.09035563798475907,1.8741623876917914,12.401115496096619
Berg am Irchel,0.10416863814809851,7.204663405529345,3.002755980634453,0.0,2.086032008240993,12.39762003255289
Niederbipp,0.11894820945866895,7.755872808970473,2.9221981876508494,0.47902118732442583,1.1192083884092023,12.395248781813619
Füllinsdorf,0.07651418135963559,6.866306432050042,2.962180691943647,0.6934810897646094,1.7964786503373127,12.394961045455247
Remaufens,0.20982947259090365,7.363987145441433,3.26236298250787,0.0,1.5585020337734965,12.394681634313702
Büsserach,0.05503861260234631,7.532036473702934,3.090725820011497,-0.21150476781199262,1.9230872555617136,12.389383394066497
Acquarossa,0.0637530800822358,7.5140589949914025,2.9736475279932657,0.14699263784342378,1.6873445908579319,12.38579683176826
Tresa,0.0473984325683638,7.478436825222077,2.6679172380604337,0.6512772156170742,1.5382000069235184,12.383229718391465
Zofingen,0.08876504885442202,7.051865462843976,3.2103366997481433,0.8094026429584809,1.2185553771995032,12.378925231604526
Gansingen,0.08894589603549595,7.26516338213929,2.968836120577421,0.16310075926809992,1.8923928011256776,12.378438959145983
Untervaz,0.2849894192821261,6.927666346592386,3.08283446121721,0.20193456192812237,1.8755504936178873,12.372975282637732
Leimbach (AG),0.12934527231025952,7.094202486692016,3.069974170258524,0.0,2.076658271060008,12.370180200320807
Erlenbach (ZH),0.0788702888814293,7.418884450149294,2.774436610144404,0.6934585210962749,1.4022866094338557,12.367936479705259
Villars-sous-Yens,0.11719327414523084,7.490952955659217,3.007060109155103,0.0,1.7503944356024121,12.365600774561962
Kandergrund,0.06874890863619922,7.686327735531676,3.0660353682118413,-0.06841770463126083,1.6127929300736967,12.365487237822153
Habkern,0.15082658057008874,7.544530941709748,3.0161992460019635,0.9040938940275992,0.7481639490826145,12.363814611392016
Eggenwil,0.10618981237795481,7.247911733395756,3.009695450722955,0.947107794486599,1.0527512161776482,12.363656007160913
Wuppenau,0.13849229674000496,7.2803348221198485,3.021895340344677,0.0,1.9209912850943676,12.3617137442989
Hägglingen,0.1038095166410976,7.285551856342455,3.0060050440016193,0.5896200908192171,1.374753701381989,12.359740209186379
Biberstein,0.11362566329953652,7.344828470623839,2.9670326005164327,0.01634920455583506,1.916058198787171,12.357894137782814
Scharans,0.08968472204369227,7.945222313106063,2.9663172611752473,0.0,1.3509897718628276,12.35221406818783
Milvignes,0.09183529777016551,7.107529460609435,3.2096168809559886,0.5265419255563262,1.4152868269734231,12.35081039186534
Stalden (VS),0.10485715338264119,7.52482327065613,2.868810230464247,0.4523203942118937,1.3992492187155179,12.350060267430429
Melide,0.08961963832791273,7.33908253044611,2.9386499897555187,0.44949219427697756,1.5317330366295587,12.348577389436079
Comano,0.10600061615792347,7.331232901918033,3.0256404892333455,-0.0015922997886095793,1.8835164213193532,12.344798128840045
Teuffenthal (BE),0.11795580678047805,7.444674379310048,3.023176711797418,0.0,1.7577601969802468,12.343567094868192
Montreux,0.07745822649981382,6.596945124079048,3.4164409492463346,1.050241101116914,1.2024316890984252,12.343517090040535
Romoos,0.07843292453733526,7.3469370136478265,2.970798744402165,0.4766116734928449,1.4705363766363801,12.343316732716552
Cheseaux-Noréaz,0.014115808664485184,7.370933220125762,3.0875209738586564,1.10842755857407,0.7600431487956493,12.341040710018623
Lüterswil-Gächliwil,0.629701604426641,7.941750184669948,0.0,0.0,3.7679402863617173,12.339392075458306
Metzerlen-Mariastein,0.1361177998391886,7.446816572606042,2.9279563659805854,0.582263929481809,1.2423431344177314,12.335497802325355
Molondin,0.12469877702007141,7.472961029405098,3.059205527323656,0.0,1.678555564119778,12.335420897868604
Berg (SG),0.020347935996228982,7.65838569996149,3.1278377138602673,0.0,1.5269204730417363,12.333491822859722
Laupersdorf,0.12572771887211706,7.594410780211289,3.085457121789484,0.2974977181155311,1.2294331826228946,12.332526521611316
Madulain,0.21742675148416155,7.418278220815992,3.0052668965932194,0.0,1.6895831488606332,12.330555017754007
Root,0.14526807181814647,7.057230433512245,3.6989299379784635,0.09654603945799001,1.3306462514382043,12.32862073420505
Ormont-Dessous,0.07918579368265545,7.153160231086698,3.051058230232396,0.01044638625043241,2.0341335626298678,12.32798420388205
Montagny-près-Yverdon,0.1064558085325225,7.344426126491413,3.0187505695557673,0.27436949798018007,1.5824170800290318,12.326419082588915
Faoug,0.029413016604000846,7.176097246151019,2.9922507471947406,0.0,2.121486059078855,12.319247069028615
Safnern,0.16985466038307828,7.294718088310456,3.016896670930583,0.0,1.8322344975372702,12.313703917161387
Laufen-Uhwiesen,0.19652324230892365,7.2857218430162405,3.107197990303646,0.30900788652912003,1.414684192042612,12.313135154200543
Bissone,0.05391179815738073,7.359868387359844,2.998851323051655,0.1268794418807849,1.7727776122553638,12.312288562705028
Mies,0.07736254801477419,7.61088359474836,3.1141847472286273,0.0,1.5081279140848824,12.310558804076644
Wäldi,0.049595684022761884,7.477540221019362,3.0384316051504445,0.2301480818860223,1.514641305421994,12.310356897500586
Signy-Avenex,0.07704127007960762,8.212259296463476,3.1204086893254894,0.0,0.9004945596325441,12.310203815501119
Neuchâtel,0.08073549782479617,7.098720317563828,3.342346765765183,0.4312869507021066,1.3529468107799156,12.30603634263583
Uttigen,0.18245579391595038,7.194207030534163,3.04723017619035,0.0,1.8817424491368153,12.30563544977728
Chippis,0.08650977236565435,7.279615467718827,2.964347944348484,0.0,1.9746063440973698,12.305079528530335
Coeuve,0.11777816149154782,7.490672200380572,2.988866519495535,0.0,1.6951264784340379,12.292443359801691
Goms,0.0851046497369526,7.659327519450502,2.8623470630080456,0.981246302277883,0.7031466714941262,12.29117220596751
Schiers,0.07412468604967644,7.359670876008041,3.1100485743912807,0.7666331045782191,0.9793019334426352,12.289779174469851
Saignelégier,0.056506350176476684,7.21468307858553,2.9466182938131094,0.482957835973351,1.5875329900828845,12.288298548631353
Buchs (AG),0.151879781008016,6.809117198209616,2.6215649831043053,0.9232246006612285,1.7823061651459946,12.288092728129161
Wattenwil,0.08207943301223673,7.879144154554819,3.1071147361243514,0.0,1.2196876277106041,12.28802595140201
Degersheim,0.07876856814746805,7.465879298356245,2.9173660692703156,0.6008545701013533,1.2249791361710427,12.287847642046422
Buchholterberg,0.08964909366905431,7.9714600151818535,2.8785138933864673,0.0,1.346905264492519,12.286528266729892
Obersiggenthal,0.06745551802554718,7.345138552769768,2.8922057318442573,0.26679246473118146,1.7129129610750753,12.28450522844583
Tübach,0.11320780931618048,7.1337382194668235,3.254806287424096,0.0,1.7806239583493204,12.28237627455642
Grône,0.08975970090389467,7.442088269187375,3.020823290841544,0.0,1.7224485385295119,12.275119799462326
Diepflingen,0.132945542231473,7.457805006775905,2.9746682713160872,0.0,1.708494539609659,12.273913359933124
Salgesch,0.06510206650948783,7.422226098287171,3.1784444390734445,0.0,1.6076773811198641,12.273449984989966
Le Noirmont,0.10444464655479531,6.947607269413826,3.0166770290553475,0.22585382597734882,1.9785263537592352,12.273109124760554
Ziefen,0.13142144361663013,7.56935734446226,3.000090785897654,0.0,1.568207634605261,12.269077208581805
Innerthal,0.06873581471274877,7.454849044930221,3.0096992718756983,0.0,1.734919679620501,12.26820381113917
Savosa,0.09971143866848228,7.4496992196781795,3.0255182361374837,0.0,1.6929957188283538,12.267924613312498
Bassins,0.10615519657108698,7.195342886838628,3.154997959053118,0.09212897377042868,1.7165160954111556,12.265141111644416
Gonten,0.11719020771615965,7.323197423325748,2.953522721668112,0.10767858005652123,1.7617297492275603,12.263318681994102
Châtel-sur-Montsalvens,0.11926178799474664,7.193903278696979,3.1163112271921687,0.0,1.8318749127697762,12.261351206653671
Fehraltorf,0.12175041796106462,8.146980874485376,2.8458717222674035,0.020940022188631335,1.1237870457274846,12.25933008262996
Rothrist,0.05435388541381249,7.04148834418141,3.0749054583244173,0.5893063943679698,1.49641574682994,12.256469829117549
Entlebuch,0.06420691276665809,7.933173493853145,2.839117643198929,0.7952192264507338,0.624274015863295,12.25599129213276
Tentlingen,0.03302131564737259,7.267935474102979,3.0123108796791076,0.0,1.941270642820705,12.254538312250164
Schleitheim,0.023152931093792746,7.547064047593928,2.949993312687651,0.33714086918099045,1.393829126352485,12.251180286908845
Adligenswil,0.09111049933207033,7.9719071476077765,2.774041159797248,0.29626287579806054,1.1083610180537762,12.24168270058893
Andwil (SG),0.24412217498896374,7.468861688324877,3.112980879633661,0.0,1.4143148785702042,12.240279621517706
Bure,0.31083308478095656,7.75852339767168,2.956006999423089,0.0,1.2141766699193683,12.239540151795094
