commune,third_sector_job_score,building_score,demographie_score,restau_score,third_sector_establishment_score,total
Schlatt (ZH),0.22201433445526167,7.578729913295146,2.988880943750536,0.0,3.9702855986000616,14.759910790101006
Kloten,0.1530148564482163,7.468831388745872,4.165598946182972,1.5067469533046591,1.4408191439877067,14.735011288669426
Menziken,0.03947184847836529,8.008574151277367,3.6780149716977424,1.370860143413546,1.6030345237839339,14.699955638650955
Wintersingen,0.2444579110199272,7.343932196395868,2.948457465753694,0.0,4.1490137451643,14.68586131833379
Nyon,0.09398555582803456,7.752845016023319,4.694716150306375,0.5531846598191961,1.5850887627370427,14.679820144713968
Corcelles-près-Concise,0.10193630453631101,7.373703977961242,3.070694224066678,0.0,4.132918004699637,14.679252511263869
Gland,0.10748752942259011,7.390936941563978,3.514114624076937,2.0769506336019723,1.589514787090197,14.679004515755675
Cuarnens,0.14679697864749297,7.320274149618768,3.0944030178934825,0.0,4.116296606981575,14.67777075314132
Gerzensee,0.10759626966760136,7.6474910673657615,3.02908323856164,0.4804620900643461,3.4080450279277517,14.6726776935871
Fétigny,0.17394779255745818,7.29483425815625,3.2761980222592215,0.0,3.922630984795229,14.667611057768159
Rümlingen,0.05132346444353175,7.170265808477028,3.063521873139968,0.0,4.380837242766589,14.665948388827116
Fläsch,0.5377632452086369,7.266304473149257,3.130600630717389,0.13782551589059835,3.5828839453988324,14.655377810364714
Echallens,0.12715093409292422,8.9098085821326,3.4217971126285662,0.5953495341604232,1.592827981542496,14.646934144557008
Hüttlingen,0.16867267739821332,7.452277938647542,2.973756978993411,0.0,4.042221195576417,14.636928790615583
Rivaz,0.3668112014889408,7.441917671218204,3.0083584755599615,0.0,3.813696494951241,14.630783843218346
Henniez,0.21706753462440312,7.155123207304556,3.1668917828803673,0.0,4.084115332051612,14.623197856860939
Bitsch,0.12954528390504502,7.2669147793255275,3.1901956224538175,0.0,4.006869532774961,14.593525218459352
Avers,0.18201118255785467,7.441969721360386,3.0341318823043837,1.8559547745119216,2.0664844533268756,14.580552014061421
Bettens,0.11517967885967621,7.041455384990132,3.077914734244693,0.0,4.319240782153763,14.553790580248265
Fiez,0.05032176321263631,7.302188095981011,3.0562746632842996,0.947107794486599,3.1761068484300465,14.531999165394593
Châtillon (FR),0.08270246862254849,7.279984293355956,3.0814809682213524,0.0,4.078327671795223,14.52249540199508
Stocken-Höfen,0.1576005317631854,7.402634974266583,2.9684891236407913,0.7494024677296105,3.2397718740295227,14.517898971429691
Uitikon,0.15829682588273272,7.765324300828308,4.000967432558801,0.31363221368587124,2.275605716709109,14.513826489664822
Aedermannsdorf,0.07360106346796912,7.909583805368494,3.02089510554492,1.0759685383757678,2.426431586642722,14.506480099399873
Lindau,0.1771065664938268,8.02205613999118,3.0150781679005263,0.36161019963730284,2.930529654635023,14.50638072865786
Ayent,0.1361089719322438,7.788952854584612,3.275728320486979,1.493662292022167,1.8049571757933265,14.49940961481933
Zernez,0.09179710633585914,7.660729127193594,2.9225932182229535,2.5447994739489292,1.2706688335603693,14.490587759261706
Rances,0.1602075139949248,7.345032472303157,3.10216445240395,0.13003776318694155,3.752329783187564,14.489771985076537
Mont-Noble,0.11310642108527537,7.8162200990082065,3.090142554787063,0.1179832360848399,3.3517566958265883,14.489209006791974
Satigny,0.13371262127849398,9.077778738841138,3.3099331589284504,0.1936822674637395,1.7652377253142693,14.480344511826091
Nendaz,0.14719950264005724,9.288887621603736,3.139704227698252,0.22135793578185672,1.6739904156659653,14.471139703389868
Cademario,0.25714178360754825,7.2164989035176825,3.0308710646826227,0.0,3.9651336669524144,14.469645418760269
Montilliez,0.18389695830933586,7.2379671070402445,3.2957264920544604,0.0,3.750370569263844,14.467961126667884
Vuarrens,0.262258711154878,7.1443590036292015,3.1579418293628936,0.0,3.893644990931141,14.458204535078114
Chamoson,0.08864972345320027,7.576558666415503,3.6093142673132266,0.6306574199893922,2.5433252038776297,14.448505281048952
Monthey,0.09314740134521036,9.260072723723964,2.8750367700206514,1.0334199081833497,1.1482638933629987,14.409940696636173
Alle,0.14597910229699065,8.123657611415036,3.1794639642950773,0.0,2.952064144445445,14.40116482245255
Cartigny,0.1717727224194314,7.803215410522623,3.141451781439382,0.0,3.2814972531722297,14.397937167553666
Courtételle,0.29748625156073505,7.326876986701999,3.222490493860082,0.3917630635320792,3.154405033423254,14.393021829078148
Täsch,0.12073592653371105,7.86309512025779,2.929437157048509,1.675122177203846,1.7983832645137936,14.38677364555765
Châtel-Saint-Denis,0.11396775848148569,7.821568682076305,4.390333930704879,0.0003756797792063093,2.0596640094167142,14.385910060458592
Prilly,0.07129438270471629,7.397928889575628,3.5436971183145953,1.6834815311028954,1.6719469690185231,14.368348890716357
Essertines-sur-Rolle,0.05289567147409228,7.950072359087665,3.0436294836650113,0.0,3.3213625455669575,14.367960059793726
Le Mont-sur-Lausanne,0.08036080932085798,6.76101893658845,4.270208838827998,1.6703273624756096,1.5804734819137871,14.362389429126702
Stettlen,0.15386976746305772,7.143178488335959,2.9266789192522995,1.7584147326785378,2.3632363465957944,14.345378254325649
Büetigen,0.14155973803738045,7.331862492543407,3.0288273619031405,0.22143182258929298,3.618866308132471,14.342547723205692
Chavannes-le-Chêne,0.15249781775152016,7.391577356388386,3.066826233828396,0.0,3.7258493008652316,14.336750708833534
Staufen,0.22024051670548625,6.911331250321858,4.268404124772874,0.0,2.930343471281256,14.330319363081474
Vouvry,0.09361049445234788,7.556370572818078,3.149387716675267,1.1596152629471685,2.354731148443903,14.313715195336764
Rossemaison,0.17885775453359007,6.9799465349089855,3.125784375394511,0.0,4.018427128265761,14.303015793102848
Cerentino,0.42198544699212265,7.441917671218204,3.0163191469912376,0.0,3.402317122278478,14.282539387480043
Chigny,0.18709688128699548,7.235201849932454,3.0944704873066184,0.0,3.7649204344347167,14.281689652960786
Saxon,0.13181038860579405,7.9416236935977,3.9733880500755183,0.20287326230438132,2.0055295433561344,14.255224937939529
Suhr,0.12021858449262793,7.93269554672267,3.4568715109028028,0.9620607334418498,1.7718616261647755,14.243708001724727
Lampenberg,0.028314395599575597,7.905688820970822,3.0582766299683346,0.0,3.229529000119135,14.221808846657867
Recherswil,0.2646592858968536,7.625291445014742,3.228812520509223,0.0,3.10034514435825,14.21910839577907
Grandcour,0.3229098592559586,7.1899456405007,3.0531103820617216,0.0,3.641749368084122,14.207715249902503
Versoix,0.10610656473745506,8.168389110232951,2.8498261286365385,1.540078516281534,1.5354342815388493,14.199834601427328
Altikon,0.1857332096821755,7.348664899998158,3.0934953020347375,0.0,3.570522021688449,14.19841543340352
Châtillon (JU),0.1676283554757681,7.596603291722294,3.002804161846251,0.0,3.4291727319631296,14.196208541007444
Bühler,0.5109955959926836,7.7918580133739725,3.125762342518136,0.0,2.7633310760727916,14.191947027957584
La Brillaz,0.14718547150500338,7.340148646744823,3.2725389962498443,0.0,3.425183542433758,14.18505665693343
Hohentannen,0.15913029735131093,7.4313862495223155,3.045076929202677,-0.018780691212162845,3.563788001094693,14.180600785958834
Grellingen,0.19713319169778545,7.375854340241294,3.040621971745354,0.0,3.56605967173135,14.179669175415784
Vulliens,0.22795171646204304,7.243804779628847,3.2147507877847077,0.0,3.4845380497043776,14.171045333579976
Fieschertal,0.19926034957309183,7.532837544404314,3.033292754001171,0.4171963866097127,2.979932694516834,14.162519729105124
Marly,0.06554877138392916,7.926987251940016,3.2929654414367633,0.6682452206918557,2.2086949878317825,14.162441673284347
Vandoeuvres,0.07646986872146884,8.291261111136526,3.301034907224118,0.0,2.482815149802403,14.151581036884515
Ellikon an der Thur,0.16330245384222536,7.255136874227214,3.1521742569221316,0.0,3.575586350048764,14.146199935040336
Morges,0.10788172537396316,7.3565558012150385,4.582970521064238,0.39527788441235173,1.701323759885271,14.144009691950863
Tschappina,0.4557854766304048,7.608430240694694,3.026320878647453,0.04240696287718972,3.0106974832645657,14.143641042114307
Les Planchettes,0.47770064525637307,7.441917671218204,3.009587275382631,0.0,3.2143053640129615,14.14351095587017
Zuzwil (BE),0.20241324501976182,7.52918971507035,2.9629857454293376,0.0,3.448846512422322,14.143435217941771
Kaufdorf,0.13750534049417143,7.556343840938516,3.038630860519997,0.09212897377042868,3.3179983496497583,14.142607365372871
Broc,0.14884957317121544,9.130661153955089,3.159362529103545,0.6203094890708877,1.0768815375771321,14.136064282877868
Mollens (VD),0.22883771137913514,7.420716173230653,3.0603001385418853,0.0,3.422034825044711,14.131888848196386
Malans,0.198138001640252,7.360320694703999,3.106143703801103,1.9184237081102609,1.5419261769347319,14.124952285190346
Saint-Gingolph,0.1772252095427795,7.707465819656977,3.000658189998243,0.09212897377042842,3.1435035440769488,14.120981737045376
Ollon,0.12978563033202117,7.692603237952489,3.3992298941027923,1.1786384509511987,1.7160301832590494,14.116287396597551
Epsach,0.0794977021534561,7.342047059074856,2.994889798484476,0.0,3.6990525956626645,14.115487155375453
Misery-Courtion,0.14663047385802785,7.04888503204807,3.257287577784011,0.0,3.655728004982607,14.108531088672716
Arbaz,0.09447290488401919,7.94055205513313,3.199492955255763,0.0,2.872298462616339,14.106816377889253
Alpnach,0.11531410009977913,8.953821244336991,2.7564940938668094,1.731073245336675,0.5463181581892843,14.10302084182954
Cressier (NE),0.12620441894430612,7.794267866301369,2.971597470490013,0.0,3.2091217325793515,14.10119148831504
Bretigny-sur-Morrens,0.2335046285361142,7.186336765661634,3.0321148424157185,0.0,3.636708551597913,14.088664788211378
Bellwald,0.10862860457351954,7.425644128202136,2.937772585372254,0.627729617289684,2.9807939465907114,14.080568882028306
Vernier,0.1697278086774662,7.772441906793863,4.212820592280686,0.1795192659931067,1.7349964253512853,14.069505999096409
Hermance,0.16837273225473767,7.9863882867709615,3.1292785280410564,0.1927979132538428,2.584934150335632,14.06177161065623
Torny,0.07416061232848059,7.377454573451341,3.1346440575258634,0.0,3.437806303406164,14.02406554671185
Udligenswil,0.11176306847960675,7.290936079022618,2.9734747615583363,0.9601213627854825,2.6755140412562715,14.011809313102315
Castel San Pietro,0.12745710485240616,7.902113797697987,3.1011520917980344,0.6230192713666852,2.249223041427019,14.002965307142132
Arnex-sur-Orbe,0.09635440317364768,7.465875877297601,3.057260770984272,0.0,3.3731876815301485,13.99267873298567
Herbligen,0.06544870873683274,7.903218222437605,3.025101533617416,0.0,2.998531681216678,13.992300146008532
Massongex,0.12854378333025349,7.290764526957131,3.1481303549679187,0.9349754054164078,2.48715419116879,13.9895682618405
Titterten,0.07974383831848278,7.710776805651249,3.0121708463191017,0.0,3.175909489720984,13.978600980009817
Itingen,0.16299815700053866,7.888661574822274,3.2303911939590986,0.0,2.68677553130888,13.968826457090792
Collonges,0.38891041308005836,7.331619737663329,3.100731848549358,0.0,3.1462709080301106,13.967532907322857
Duillier,0.20563587644647927,7.406732424921185,3.0842114956946824,0.0,3.2614886915677688,13.958068488630115
Les Bois,0.06015395179399498,7.312329995908129,3.018250537984402,0.7916289415371612,2.775114779191876,13.957478206415562
Därligen,0.10241618366273307,7.333399294124033,2.9961519513485,0.0,3.5179616094182515,13.949929038553517
Oeschenbach,0.09150418341362446,7.42596288387933,2.9827678003324385,0.0,3.4412950340108273,13.941529901636219
Genolier,0.07403283689927016,7.864939243702475,3.1239412701169864,0.575564899361283,2.2909993180135215,13.929477568093535
Zollikofen,0.22261470135630582,8.233294808465427,3.51745301567129,0.6765513420673374,1.2685991222611896,13.91851298982155
Conters im Prättigau,0.1926584404725641,7.527219073839895,3.0126950709950098,0.0,3.1740004967018915,13.906573082009361
Assens,0.13727594812785293,7.526418957234882,3.1902442968775646,0.12985723510594327,2.9212216988087274,13.90501813615497
Hermenches,0.0811286855971878,7.365627624478973,3.045365981472831,0.0,3.4036896235167955,13.895811915065787
Reichenburg,0.1796371608022722,7.712898202480487,3.175866276033564,0.9929207327043943,1.832429182130228,13.893751554150947
Buchillon,0.1369085767548709,7.606020387767304,3.0447205202802827,0.0,3.104356772985133,13.89200625778759
Ferden,0.12273861307659263,7.476050542917781,2.9956705124170657,0.7966295092279987,2.4942504180397225,13.88533959567916
Dierikon,0.22886622129761786,7.247807633111376,3.073841754514741,2.0807275151193374,1.2536292417614066,13.88487236580448
Sullens,0.15941174132687802,7.800421099831192,3.2008113032990466,0.0,2.715779521377924,13.87642366583504
Saint-Léonard,0.09567390617531228,7.739323344192507,3.425509511971843,1.2195023915322285,1.3942171009930961,13.874226254864988
Pregny-Chambésy,0.030973895272676546,8.66788697542321,3.2157170093965664,0.0,1.9573911815500573,13.871969061642512
Granges (Veveyse),0.1396654463101927,7.93612595292048,3.1617293814679646,0.0,2.6298464586640002,13.867367239362636
Savièse,0.11589345217990046,6.8734713872128745,3.3111793398672407,1.1122130675231598,2.4519603285411433,13.864717575324317
Liestal,0.07170208161208794,8.067356250889809,3.9436914865169186,1.0897298292456334,0.6920296007862997,13.86450924905075
Cottens (FR),0.0999288223653925,7.450825306848115,3.0402017149698937,0.0,3.2710995332355672,13.862055377418969
Chêne-Bourg,0.10445946654441525,8.266182851135357,3.2956752129465783,0.7504657310320215,1.444117479297345,13.860900740955717
Schlieren,0.15658753525192137,6.770684734170404,5.002095594200783,0.41590039186428623,1.5138888805425854,13.85915713602998
Horriwil,0.1812244451407734,7.3266797131304315,3.0262972196581166,0.0,3.3158484197981797,13.8500497977275
Oftringen,0.13363284649782958,7.352886150952372,2.80323927031267,1.964026483921183,1.5947219069565222,13.848506658640577
Feuerthalen,0.0716523735779371,7.312306751094529,3.096772438574475,1.585820240869981,1.7724939078739221,13.839045711990845
Mézières (FR),0.2575182194474872,7.539211296319315,3.1209998965176076,0.0,2.9192385398202956,13.836967952104704
Montfaucon,0.1472324672894235,7.341402712864567,2.9543406118579596,1.099683007830308,2.288016390865009,13.830675190707266
La Sonnaz,0.036421739675200286,7.80237010365984,3.3470294238831744,0.0,2.644042511537805,13.82986377875602
Bettenhausen,0.09269605611223941,7.468885241180802,3.006389645020635,0.0,3.261782930819536,13.829753873133212
Knutwil,0.12012540838332439,7.251276369682641,3.196681987053571,0.024724501900630094,3.231894071463929,13.824702338484094
Val-de-Charmey,0.08862432037869279,7.824544561650508,3.1498008364285766,1.1146431159729477,1.645926277614409,13.823539112045134
Rüdlingen,0.1834541851760178,7.189946594597063,3.0387399332576397,0.0,3.410648515273534,13.822789228304254
Thalheim an der Thur,0.11026799879223939,8.028841044663684,3.0500535337520445,0.038035133917328594,2.589936483357352,13.817134194482646
Fully,0.09241162756510767,8.30279591733325,3.2017103892937016,0.014645450519979755,2.204580582435144,13.816143967147184
Berolle,0.09967428056047481,7.357416385201533,3.0430684087676276,0.0,3.3005985802132036,13.800757654742839
Mesocco,0.1434126382552788,7.413076345421769,3.0079843513835374,1.534837539812413,1.6984362258434076,13.797747100716405
Uezwil,0.16554843125449048,7.7590115756883025,3.0286542922755473,0.0,2.8430401352428323,13.796254434461172
Pully,0.04039100524418641,7.762408288645957,3.912148360610132,0.7768587602663555,1.3028275762582715,13.794633991024902
Ardon,0.0850123109644644,7.114955505923193,3.592486343284257,1.1944294965240578,1.8073584786833905,13.794242135379363
Safiental,0.08105137656271015,7.470921602265318,3.1214559430989786,0.7854384233288861,2.3292696333688863,13.78813697862478
Choulex,0.17982095918587185,7.552215604773091,3.1030735385630566,0.0,2.9352548325943384,13.770364935116358
Walperswil,0.22151500219759107,7.327841042685894,3.002074798112555,0.035227878239975065,3.1808930651687772,13.767551786404795
Puplinge,0.11237461576933015,7.529013457875022,3.179816837039566,0.16210228410877797,2.7808833150350414,13.764190509827737
Saint-Brais,0.056166332646588414,7.4204354179520005,3.0132757844795535,0.0,3.272010286332635,13.761887821410777
Kemmental,0.16187643037991856,8.039593161010373,3.1643639813935613,0.20032157819729998,2.193815427862902,13.759970578844055
Donneloye,0.18539355771390095,7.314487590843085,3.0799699672256184,0.0,3.178853749656387,13.758704865438991
Eschlikon,0.1327450741900495,7.255350973322585,3.3894373041539154,1.2251006827119961,1.749953290075356,13.752587324453902
Le Grand-Saconnex,0.08744255424597717,8.011188600187815,3.389188575356661,0.5316393576597663,1.7294564010517677,13.748915488501986
Penthaz,0.13460438960387286,7.419382663322774,3.1457263482274143,0.0,3.0488129617173616,13.748526362871424
Baulmes,0.27176926797322964,7.3257355156602655,3.131195216094824,0.000133296868551021,3.0094560526582717,13.73828934925514
Saas-Balen,0.14048440326641284,7.413298215702314,2.977507147597072,0.7323887199224912,2.4739253696387435,13.737603856127034
Burtigny,0.20268270483000822,7.370895219727213,3.07942551945401,0.0,3.068790528763857,13.721793972775089
Fideris,0.12942053421561436,7.547353749687414,3.0084195313532396,0.0,3.0338873759106026,13.71908119116687
Savigny,0.09668021416301428,7.741078932231277,3.137587898110907,1.1185391895159862,1.6142906039271476,13.708176837948331
Bursins,0.2088941272605111,7.4735605403609355,3.0059510176330657,0.0,3.007243034090147,13.695648719344659
Termen,0.15300384141068174,7.180356144193679,3.1725586969209703,0.0,3.180620369911984,13.686539052437315
Ursenbach,0.10909842673035122,7.58476269080521,2.9774171016515347,1.3393891623460719,1.6730843313128108,13.683751712845979
Bärschwil,0.17155466807588765,7.2966206494728985,2.89109427810512,0.0,3.3235468996939854,13.682816495347891
Bottighofen,0.07164814116095074,7.172184797364226,3.104801335321301,0.7414046326785932,2.586123593339459,13.676162499864532
Bedano,0.12078694984059837,7.530370140607059,2.9335073479265033,0.0,3.088260143519517,13.672924581893678
Corcelles-près-Payerne,0.19842676901742215,6.773439382356584,3.3897571205891754,0.0,3.304522790988437,13.666146062951618
